id,format,variant,is_fp64,hack_size,cpu_mt_nthreads,time_it_took
1,csr,v1,1,0,1,3.076e-05
2,csr,v1,1,0,1,2.59911e-05
3,csr,v1,1,0,1,2.55359e-05
4,csr,v1,1,0,1,2.50991e-05
5,csr,v1,1,0,1,2.51499e-05
6,csr,v1,1,0,1,2.50079e-05
7,csr,v1,1,0,1,2.4813e-05
8,csr,v1,1,0,1,2.4718e-05
9,csr,v1,1,0,1,2.4654e-05
10,csr,v1,1,0,1,2.45229e-05
11,csr,v1,1,0,1,2.46488e-05
12,csr,v1,1,0,1,2.4569e-05
13,csr,v1,1,0,1,2.45101e-05
14,csr,v1,1,0,1,2.44861e-05
15,csr,v1,1,0,1,2.45401e-05
16,csr,v1,1,0,1,3.02449e-05
17,csr,v1,1,0,1,2.4617e-05
18,csr,v1,1,0,1,2.4521e-05
19,csr,v1,1,0,1,2.45192e-05
20,csr,v1,1,0,1,2.4497e-05
21,csr,v1,1,0,1,2.4542e-05
22,csr,v1,1,0,1,2.44689e-05
23,csr,v1,1,0,1,2.448e-05
24,csr,v1,1,0,1,2.44661e-05
25,csr,v1,1,0,1,2.44882e-05
26,csr,v1,1,0,1,2.4511e-05
27,csr,v1,1,0,1,2.446e-05
28,csr,v1,1,0,1,2.44151e-05
29,csr,v1,1,0,1,2.4477e-05
30,csr,v1,1,0,1,2.44831e-05
31,csr,v1,1,0,1,2.4457e-05
32,csr,v1,1,0,1,2.44319e-05
33,csr,v1,1,0,1,2.4406e-05
34,csr,v1,1,0,1,2.4423e-05
35,csr,v1,1,0,1,2.44691e-05
36,csr,v1,1,0,1,2.44749e-05
37,csr,v1,1,0,1,2.44339e-05
38,csr,v1,1,0,1,2.44251e-05
39,csr,v1,1,0,1,2.4366e-05
40,csr,v1,1,0,1,2.43539e-05
41,csr,v1,1,0,1,2.44651e-05
42,csr,v1,1,0,1,2.4416e-05
43,csr,v1,1,0,1,2.44109e-05
44,csr,v1,1,0,1,2.43811e-05
45,csr,v1,1,0,1,2.44039e-05
46,csr,v1,1,0,1,2.4406e-05
47,csr,v1,1,0,1,2.4484e-05
48,csr,v1,1,0,1,2.443e-05
49,csr,v1,1,0,1,2.44051e-05
50,csr,v1,1,0,1,2.44491e-05
51,csr,v1,1,0,2,0.000127556
52,csr,v1,1,0,2,3.1885e-05
53,csr,v1,1,0,2,2.2915e-05
