id,format,variant,is_fp64,hack_size,cpu_mt_nthreads,time_it_took
1,csr,v1,1,0,0,0.000232672
2,csr,v1,1,0,0,0.00023104
3,csr,v1,1,0,0,0.000234048
4,csr,v1,1,0,0,0.000236064
5,csr,v1,1,0,0,0.000234016
6,csr,v1,1,0,0,0.0002344
7,csr,v1,1,0,0,0.000232544
8,csr,v1,1,0,0,0.000235232
9,csr,v1,1,0,0,0.000233664
10,csr,v1,1,0,0,0.00023584
11,csr,v1,1,0,0,0.000232544
12,csr,v1,1,0,0,0.000236544
13,csr,v1,1,0,0,0.000233472
14,csr,v1,1,0,0,0.000233952
15,csr,v1,1,0,0,0.00022928
16,csr,v1,1,0,0,0.00023168
17,csr,v1,1,0,0,0.000236544
18,csr,v1,1,0,0,0.000232576
19,csr,v1,1,0,0,0.000233888
20,csr,v1,1,0,0,0.000234272
21,csr,v1,1,0,0,0.000234336
22,csr,v1,1,0,0,0.00023616
23,csr,v1,1,0,0,0.00023408
24,csr,v1,1,0,0,0.000229728
25,csr,v1,1,0,0,0.000233152
26,csr,v1,1,0,0,0.000233504
27,csr,v1,1,0,0,0.000234528
28,csr,v1,1,0,0,0.000239744
29,csr,v1,1,0,0,0.000235552
30,csr,v1,1,0,0,0.000233248
31,csr,v1,1,0,0,0.000234496
32,csr,v1,1,0,0,0.000233248
33,csr,v1,1,0,0,0.00023184
34,csr,v1,1,0,0,0.000234112
35,csr,v1,1,0,0,0.000233184
36,csr,v1,1,0,0,0.000231872
37,csr,v1,1,0,0,0.000234176
38,csr,v1,1,0,0,0.000234624
39,csr,v1,1,0,0,0.000235296
40,csr,v1,1,0,0,0.000232256
41,csr,v1,1,0,0,0.000233184
42,csr,v1,1,0,0,0.000232288
43,csr,v1,1,0,0,0.000234304
44,csr,v1,1,0,0,0.000233696
45,csr,v1,1,0,0,0.000235776
46,csr,v1,1,0,0,0.000233088
47,csr,v1,1,0,0,0.000232672
48,csr,v1,1,0,0,0.000233664
49,csr,v1,1,0,0,0.000233728
50,csr,v1,1,0,0,0.00023488
51,csr,v2,1,0,0,0.000559968
52,csr,v2,1,0,0,0.000560096
53,csr,v2,1,0,0,0.000559648
54,csr,v2,1,0,0,0.00055888
55,csr,v2,1,0,0,0.000563488
56,csr,v2,1,0,0,0.00055984
57,csr,v2,1,0,0,0.000559744
58,csr,v2,1,0,0,0.000560864
59,csr,v2,1,0,0,0.000558016
60,csr,v2,1,0,0,0.000560064
61,csr,v2,1,0,0,0.000562816
62,csr,v2,1,0,0,0.000562048
63,csr,v2,1,0,0,0.000560288
64,csr,v2,1,0,0,0.000561024
65,csr,v2,1,0,0,0.000560736
66,csr,v2,1,0,0,0.0005608
67,csr,v2,1,0,0,0.000560992
68,csr,v2,1,0,0,0.00055712
69,csr,v2,1,0,0,0.000564864
70,csr,v2,1,0,0,0.00055792
71,csr,v2,1,0,0,0.000560256
72,csr,v2,1,0,0,0.00055744
73,csr,v2,1,0,0,0.000560384
74,csr,v2,1,0,0,0.00055936
75,csr,v2,1,0,0,0.000559584
76,csr,v2,1,0,0,0.000557952
77,csr,v2,1,0,0,0.00056272
78,csr,v2,1,0,0,0.000558304
79,csr,v2,1,0,0,0.00056
80,csr,v2,1,0,0,0.000558976
81,csr,v2,1,0,0,0.000560832
82,csr,v2,1,0,0,0.00056016
83,csr,v2,1,0,0,0.000567424
84,csr,v2,1,0,0,0.000557824
85,csr,v2,1,0,0,0.000562912
86,csr,v2,1,0,0,0.000558816
87,csr,v2,1,0,0,0.000558304
88,csr,v2,1,0,0,0.00055984
89,csr,v2,1,0,0,0.000561216
90,csr,v2,1,0,0,0.00056192
91,csr,v2,1,0,0,0.000561152
92,csr,v2,1,0,0,0.00056048
93,csr,v2,1,0,0,0.000569056
94,csr,v2,1,0,0,0.00055936
95,csr,v2,1,0,0,0.00056
96,csr,v2,1,0,0,0.000560544
97,csr,v2,1,0,0,0.000559392
98,csr,v2,1,0,0,0.000561248
99,csr,v2,1,0,0,0.000562368
100,csr,v2,1,0,0,0.000560032
101,csr,v3,1,0,0,0.00238925
102,csr,v3,1,0,0,0.00238954
103,csr,v3,1,0,0,0.00238973
104,csr,v3,1,0,0,0.00239027
105,csr,v3,1,0,0,0.00238883
106,csr,v3,1,0,0,0.00239101
107,csr,v3,1,0,0,0.00238883
108,csr,v3,1,0,0,0.00239034
109,csr,v3,1,0,0,0.0023945
110,csr,v3,1,0,0,0.00238966
111,csr,v3,1,0,0,0.00238752
112,csr,v3,1,0,0,0.00239021
113,csr,v3,1,0,0,0.00239091
114,csr,v3,1,0,0,0.0023896
115,csr,v3,1,0,0,0.0023905
116,csr,v3,1,0,0,0.00239149
117,csr,v3,1,0,0,0.00238966
118,csr,v3,1,0,0,0.00239072
119,csr,v3,1,0,0,0.00238643
120,csr,v3,1,0,0,0.00239728
121,csr,v3,1,0,0,0.00238973
122,csr,v3,1,0,0,0.00238838
123,csr,v3,1,0,0,0.00238666
124,csr,v3,1,0,0,0.00238797
125,csr,v3,1,0,0,0.00238765
126,csr,v3,1,0,0,0.00239094
127,csr,v3,1,0,0,0.00238976
128,csr,v3,1,0,0,0.00239078
129,csr,v3,1,0,0,0.00239123
130,csr,v3,1,0,0,0.00238736
131,csr,v3,1,0,0,0.00238982
132,csr,v3,1,0,0,0.00238906
133,csr,v3,1,0,0,0.00238755
134,csr,v3,1,0,0,0.00239194
135,csr,v3,1,0,0,0.00238909
136,csr,v3,1,0,0,0.0023895
137,csr,v3,1,0,0,0.00239114
138,csr,v3,1,0,0,0.00238928
139,csr,v3,1,0,0,0.00239002
140,csr,v3,1,0,0,0.0023912
141,csr,v3,1,0,0,0.0023895
142,csr,v3,1,0,0,0.00239098
143,csr,v3,1,0,0,0.00239354
144,csr,v3,1,0,0,0.00239152
145,csr,v3,1,0,0,0.00238755
146,csr,v3,1,0,0,0.00238755
147,csr,v3,1,0,0,0.0023904
148,csr,v3,1,0,0,0.0023905
149,csr,v3,1,0,0,0.00238928
150,csr,v3,1,0,0,0.00238835
151,hll,v1,1,32,0,0.0015129
152,hll,v1,1,32,0,0.00151331
153,hll,v1,1,32,0,0.0015072
154,hll,v1,1,32,0,0.00151402
155,hll,v1,1,32,0,0.00150848
156,hll,v1,1,32,0,0.00150864
157,hll,v1,1,32,0,0.00150637
158,hll,v1,1,32,0,0.00151792
159,hll,v1,1,32,0,0.00150586
160,hll,v1,1,32,0,0.00151427
161,hll,v1,1,32,0,0.0015121
162,hll,v1,1,32,0,0.00151328
163,hll,v1,1,32,0,0.00150957
164,hll,v1,1,32,0,0.00151232
165,hll,v1,1,32,0,0.00151194
166,hll,v1,1,32,0,0.00150842
167,hll,v1,1,32,0,0.00151242
168,hll,v1,1,32,0,0.00150979
169,hll,v1,1,32,0,0.00151549
170,hll,v1,1,32,0,0.00151664
171,hll,v1,1,32,0,0.0015103
172,hll,v1,1,32,0,0.00151302
173,hll,v1,1,32,0,0.001512
174,hll,v1,1,32,0,0.00151104
175,hll,v1,1,32,0,0.00151894
176,hll,v1,1,32,0,0.00151174
177,hll,v1,1,32,0,0.00151478
