id,format,variant,is_fp64,hack_size,cpu_mt_nthreads,time_it_took
1,csr,v1,1,0,0,0.000185248
2,csr,v1,1,0,0,0.000183232
3,csr,v1,1,0,0,0.000181888
4,csr,v1,1,0,0,0.000185664
5,csr,v1,1,0,0,0.000184448
6,csr,v1,1,0,0,0.000183744
7,csr,v1,1,0,0,0.00018512
8,csr,v1,1,0,0,0.000184192
9,csr,v1,1,0,0,0.000185216
10,csr,v1,1,0,0,0.00018496
11,csr,v1,1,0,0,0.000183392
12,csr,v1,1,0,0,0.00018336
13,csr,v1,1,0,0,0.000183264
14,csr,v1,1,0,0,0.000184512
15,csr,v1,1,0,0,0.000189248
16,csr,v1,1,0,0,0.000188256
17,csr,v1,1,0,0,0.000185472
18,csr,v1,1,0,0,0.000185152
19,csr,v1,1,0,0,0.00018512
20,csr,v1,1,0,0,0.000185056
21,csr,v1,1,0,0,0.000185504
22,csr,v1,1,0,0,0.000183072
23,csr,v1,1,0,0,0.000183648
24,csr,v1,1,0,0,0.000183456
25,csr,v1,1,0,0,0.000185184
26,csr,v1,1,0,0,0.00018576
27,csr,v1,1,0,0,0.000185344
28,csr,v1,1,0,0,0.0001848
29,csr,v1,1,0,0,0.0001864
30,csr,v1,1,0,0,0.000184832
31,csr,v1,1,0,0,0.000184384
32,csr,v1,1,0,0,0.000184064
33,csr,v1,1,0,0,0.000185568
34,csr,v1,1,0,0,0.000185792
35,csr,v1,1,0,0,0.000186304
36,csr,v1,1,0,0,0.000184736
37,csr,v1,1,0,0,0.0001864
38,csr,v1,1,0,0,0.000184544
39,csr,v1,1,0,0,0.000183904
40,csr,v1,1,0,0,0.000184736
41,csr,v1,1,0,0,0.000184512
42,csr,v1,1,0,0,0.000185408
43,csr,v1,1,0,0,0.000184544
44,csr,v1,1,0,0,0.00018432
45,csr,v1,1,0,0,0.00018512
46,csr,v1,1,0,0,0.000184928
47,csr,v1,1,0,0,0.000184608
48,csr,v1,1,0,0,0.00018368
49,csr,v1,1,0,0,0.000184128
50,csr,v1,1,0,0,0.000183808
51,csr,v2,1,0,0,0.00017536
52,csr,v2,1,0,0,0.00017456
53,csr,v2,1,0,0,0.000175264
54,csr,v2,1,0,0,0.000173568
55,csr,v2,1,0,0,0.000173888
56,csr,v2,1,0,0,0.000173888
57,csr,v2,1,0,0,0.000176032
58,csr,v2,1,0,0,0.000173792
59,csr,v2,1,0,0,0.000173984
60,csr,v2,1,0,0,0.000174176
61,csr,v2,1,0,0,0.000173376
62,csr,v2,1,0,0,0.000175456
63,csr,v2,1,0,0,0.000173312
64,csr,v2,1,0,0,0.0001736
65,csr,v2,1,0,0,0.00017312
66,csr,v2,1,0,0,0.000173152
67,csr,v2,1,0,0,0.00017488
68,csr,v2,1,0,0,0.00017504
69,csr,v2,1,0,0,0.000174624
70,csr,v2,1,0,0,0.000174688
71,csr,v2,1,0,0,0.000174144
72,csr,v2,1,0,0,0.000174784
73,csr,v2,1,0,0,0.000173632
74,csr,v2,1,0,0,0.000177728
75,csr,v2,1,0,0,0.000173024
76,csr,v2,1,0,0,0.000173664
77,csr,v2,1,0,0,0.000173792
78,csr,v2,1,0,0,0.000173472
79,csr,v2,1,0,0,0.000173216
80,csr,v2,1,0,0,0.000173856
81,csr,v2,1,0,0,0.000173504
82,csr,v2,1,0,0,0.000172896
83,csr,v2,1,0,0,0.000174464
84,csr,v2,1,0,0,0.000173984
85,csr,v2,1,0,0,0.00017392
86,csr,v2,1,0,0,0.000174496
87,csr,v2,1,0,0,0.000171872
88,csr,v2,1,0,0,0.000173248
89,csr,v2,1,0,0,0.000180224
90,csr,v2,1,0,0,0.000174272
91,csr,v2,1,0,0,0.000174784
92,csr,v2,1,0,0,0.000173952
93,csr,v2,1,0,0,0.000174208
94,csr,v2,1,0,0,0.000175424
95,csr,v2,1,0,0,0.000174464
96,csr,v2,1,0,0,0.000174176
97,csr,v2,1,0,0,0.000178496
98,csr,v2,1,0,0,0.000174688
99,csr,v2,1,0,0,0.000175008
100,csr,v2,1,0,0,0.000174912
101,csr,v3,1,0,0,0.000271072
102,csr,v3,1,0,0,0.000270336
103,csr,v3,1,0,0,0.000268992
104,csr,v3,1,0,0,0.000270464
105,csr,v3,1,0,0,0.000269664
106,csr,v3,1,0,0,0.000269888
107,csr,v3,1,0,0,0.00026928
108,csr,v3,1,0,0,0.000272
109,csr,v3,1,0,0,0.000270528
110,csr,v3,1,0,0,0.000268896
111,csr,v3,1,0,0,0.000270336
112,csr,v3,1,0,0,0.000269728
113,csr,v3,1,0,0,0.000270624
114,csr,v3,1,0,0,0.000270432
115,csr,v3,1,0,0,0.000272576
116,csr,v3,1,0,0,0.000269536
117,csr,v3,1,0,0,0.000269408
118,csr,v3,1,0,0,0.0002696
